Wins,WardsPlaced,WardsDestroyed,FirstBlood,Kills,Deaths,Assists,EliteMonsters,Dragons,Heralds,TowersDestroyed,TotalGold,AvgLevel,TotalExperience,TotalMinionsKilled,TotalJungleMinionsKilled,GoldDiff,ExperienceDiff,CSPerMin,GoldPerMin
1,19,1,1,7,4,11,0,0,0,0,0.4731323722149411,7.2,0.7262081477816261,219,57,920,1488,21.9,1686.7
1,38,3,1,3,3,0,1,1,0,0,0.2645902397656311,6.8,0.6023420748804221,201,54,-1078,692,20.1,1416.2
0,16,2,0,5,5,6,1,1,0,0,0.4257960064759848,6.8,0.665099785584694,212,46,-17,-1171,21.2,1625.3
0,14,2,0,1,9,2,1,1,0,0,0.25526173772261196,6.6,0.5303480125350487,229,49,-4377,-4323,22.9,1404.1
1,14,2,1,8,4,9,0,0,0,0,0.5644129211317556,7.2,0.7729671779647039,247,64,2563,2910,24.7,1805.1
1,53,6,1,4,3,5,0,0,0,0,0.4402898774188574,7.0,0.6885205343889164,244,52,1254,400,24.4,1644.1
0,14,7,0,4,4,7,1,1,0,0,0.41839488088813515,6.8,0.7076529770740557,239,64,-521,97,23.9,1615.7
0,13,3,1,10,6,9,1,0,1,1,0.6987125125279471,7.4,0.813788553521359,243,65,3387,1454,24.3,1979.3
1,32,2,0,7,8,8,1,1,0,0,0.42818595328039477,7.4,0.7667821210621805,197,44,-496,604,19.7,1628.4
0,105,3,0,5,11,4,0,0,0,0,0.37676354945647994,6.6,0.5967342899554676,202,63,-3516,-2677,20.2,1561.7
1,20,3,1,6,7,4,1,1,0,0,0.5035078251484081,7.0,0.6997361042388256,206,56,1579,1615,20.6,1726.1
0,16,2,1,8,9,9,1,1,0,0,0.5130676123660473,7.2,0.6878607949859804,185,70,-747,-782,18.5,1738.5
1,18,3,0,15,9,14,0,0,0,0,0.7250019273764551,7.4,0.7682665347187861,183,52,2445,1767,18.3,2013.4
1,16,3,0,3,2,4,1,1,0,0,0.3189422558014031,7.0,0.6413491670790038,205,52,-178,738,20.5,1486.7
0,11,2,1,4,7,5,0,0,0,0,0.3532495567034154,6.6,0.5186376381329375,203,48,-1844,-2222,20.3,1531.2
1,15,2,0,2,3,2,2,1,1,0,0.3149333127746511,6.8,0.6632030348012535,246,56,-980,-1488,24.6,1481.5
0,14,2,1,5,2,6,1,0,1,0,0.5227815897001001,7.4,0.8182417944911758,253,59,2795,2702,25.3,1751.1
0,18,5,0,8,14,10,0,0,0,0,0.495489939094904,6.6,0.6083621969322118,200,36,-2095,-2096,20.0,1715.7
0,14,1,1,12,12,16,0,0,0,0,0.6155269447228432,6.8,0.6791192478970806,199,37,801,262,19.9,1871.4
1,13,2,1,8,10,5,1,1,0,0,0.49387094287256195,6.8,0.6787893781956128,224,60,-506,-700,22.4,1713.6
1,16,4,0,8,7,7,0,0,0,0,0.4807647829774112,7.4,0.756061355764473,228,55,705,2576,22.8,1696.6
1,18,4,0,7,6,7,0,0,0,0,0.47937707192968937,7.0,0.6876958601352466,222,44,707,1131,22.2,1694.8
1,54,4,1,7,3,8,0,0,0,0,0.5259424870865778,7.4,0.7905327395678706,233,53,2098,2184,23.3,1755.2
1,17,8,1,10,5,13,0,0,0,0,0.5559324647290108,6.8,0.6128154379020286,206,52,1680,1254,20.6,1794.1
0,16,6,1,4,8,2,0,0,0,1,0.4320407061907331,6.4,0.47855846940458513,218,36,-300,-1937,21.8,1633.4
0,17,0,0,1,10,2,0,0,0,0,0.20137229203608042,6.4,0.4425202045192148,177,48,-6540,-4772,17.7,1334.2
1,12,1,1,8,5,9,1,1,0,0,0.5615604039781049,7.2,0.7982846775523668,238,68,1388,973,23.8,1801.4
0,15,2,0,2,7,2,0,0,0,0,0.33798473517847516,6.8,0.6184232228269834,219,64,-1158,-1281,21.9,1511.4
0,13,3,0,6,8,8,1,0,1,1,0.5785213167835942,6.6,0.6125680356259277,205,59,1619,-575,20.5,1823.4
0,17,1,1,4,6,3,1,1,0,0,0.41099375530028526,7.2,0.6792841827478145,228,73,-299,454,22.8,1606.1
0,13,1,0,6,2,4,0,0,0,0,0.3930306067381081,6.8,0.6379680026389575,218,48,1176,763,21.8,1582.8
0,15,0,0,3,5,3,0,0,0,0,0.3883278081874951,7.2,0.7110341415141018,233,56,-943,140,23.3,1576.7
0,40,0,0,7,8,5,1,1,0,0,0.441754683524786,7.0,0.689922480620155,202,59,-1449,-777,20.2,1646.0
0,14,2,0,4,8,3,0,0,0,0,0.41693007478220656,7.0,0.6190004948045521,217,51,-1531,-2275,21.7,1613.8
0,18,2,0,7,8,6,1,1,0,0,0.443450774805335,6.6,0.5727362691736763,229,40,-672,-335,22.9,1648.2
0,14,1,1,5,5,8,0,0,0,0,0.37977025672654385,6.6,0.5498927923470228,230,40,-384,-2030,23.0,1565.6
0,16,4,1,8,2,7,1,0,1,0,0.5050497263125434,7.4,0.8506514926603991,219,63,2485,2934,21.9,1728.1
1,41,1,1,7,3,6,1,1,0,0,0.5755146095135303,7.4,0.8428995546759029,252,64,4197,3107,25.2,1819.5
0,14,1,0,1,3,2,0,0,0,0,0.2562639734793001,6.6,0.5836219693221177,205,64,-1744,-1555,20.5,1405.4
0,66,2,1,8,8,13,0,0,0,0,0.4981111710739342,6.8,0.6022596074550551,188,56,654,478,18.8,1719.1
1,13,2,0,12,3,12,1,1,0,0,0.6549996145247089,7.4,0.8643410852713177,228,61,4389,5412,22.8,1922.6
1,14,3,1,12,4,13,1,1,0,0,0.6148330891989823,7.4,0.8007587003133761,210,50,3692,4028,21.0,1870.5
1,17,2,0,6,4,7,1,1,0,0,0.4106853750674583,7.0,0.6497608444664357,231,44,172,-278,23.1,1605.7
0,19,2,0,5,6,3,0,0,0,0,0.3848585305681905,6.8,0.5818076859640441,224,40,-488,-98,22.4,1572.2
0,12,2,0,5,8,7,0,0,0,0,0.3687456634029759,6.6,0.594590136895926,203,43,-1791,507,20.3,1551.3
0,14,0,0,5,9,3,0,0,0,0,0.32642047644745975,6.6,0.6075375226785419,196,48,-3225,-1705,19.6,1496.4
1,20,4,1,8,4,6,1,1,0,0,0.45856140621386177,6.6,0.557727197756886,196,62,2367,-249,19.6,1667.8
0,15,2,1,12,8,18,0,0,0,0,0.5788296970164212,6.8,0.5549233052944086,189,32,1797,-723,18.9,1823.8
0,19,4,1,6,10,9,0,0,0,0,0.4647290108704033,7.0,0.6304634669305623,243,43,-1356,-1064,24.3,1675.8
1,17,3,0,5,5,4,0,0,0,0,0.44830776347236145,7.2,0.7463301995711694,235,67,-207,-251,23.5,1654.5
0,20,3,0,4,10,2,1,1,0,0,0.3170919744044406,6.4,0.503793501566881,176,45,-2691,-1778,17.6,1484.3
1,15,6,0,6,1,3,2,1,1,1,0.5187726466733483,7.0,0.71845620979713,226,52,3734,2743,22.6,1745.9
0,19,5,0,7,6,10,0,0,0,0,0.3968853596484466,6.6,0.4941448127989444,187,45,567,-789,18.7,1587.8
0,43,3,0,2,3,2,1,1,0,0,0.2877187572276617,7.0,0.631865413161801,213,56,-892,-818,21.3,1446.2
0,17,4,0,3,10,3,0,0,0,0,0.3128517462030683,6.4,0.45983836384628074,194,37,-3231,-3010,19.4,1478.8
1,17,2,0,8,8,5,0,0,0,0,0.5505358106545372,7.4,0.7215899719610753,243,52,1591,1901,24.3,1787.1
0,19,3,0,10,6,16,0,0,0,0,0.5666486778197518,7.0,0.6615536862939139,219,30,1998,572,21.9,1808.0
0,16,0,0,2,10,1,0,0,0,0,0.19566725772877958,6.2,0.4507669470559129,170,47,-7839,-3333,17.0,1326.8
1,11,2,1,8,3,13,1,1,0,0,0.58291573510138,7.0,0.6988289625597889,235,52,3222,1012,23.5,1829.1
1,38,4,0,7,1,13,1,1,0,0,0.4675815280240537,7.2,0.7518555170707569,238,55,1715,1548,23.8,1679.5
0,18,2,0,3,11,1,0,0,0,0,0.22141700716984036,6.4,0.4507669470559129,170,44,-5088,-2609,17.0,1360.2
1,12,4,0,9,10,8,1,0,1,2,0.6500655307994757,7.0,0.6385452746165264,196,36,1082,14,19.6,1916.2
1,15,2,1,8,2,12,0,0,0,0,0.5028910646827539,7.2,0.723321787893782,218,40,1887,519,21.8,1725.3
1,23,4,1,13,7,14,0,0,0,0,0.6925449078714055,7.0,0.7017153224476332,217,52,2795,999,21.7,1971.3
0,41,2,0,5,5,8,0,0,0,0,0.38123506283247244,6.4,0.5280389246247731,218,39,549,224,21.8,1567.5
1,18,4,0,4,6,4,0,0,0,0,0.3824685837637808,7.2,0.7002309087910276,237,52,96,466,23.7,1569.1
0,16,4,0,4,6,3,0,0,0,0,0.3298126590085576,6.6,0.5599538182417944,214,38,-1015,-1751,21.4,1500.8
1,21,2,1,7,2,10,1,1,0,0,0.4731323722149411,7.2,0.6645225136071252,232,36,2474,1015,23.2,1686.7
1,16,3,0,8,6,7,1,1,0,0,0.49140390100994524,7.0,0.6805211941283192,223,64,-111,1062,22.3,1710.4
0,20,5,1,8,6,13,1,1,0,0,0.5397425025055894,6.8,0.6625432953983176,232,47,1375,109,23.2,1773.1
0,13,3,0,1,3,0,0,0,0,0,0.23290417084264903,6.8,0.5841992412996867,199,60,-2507,-1567,19.9,1375.1
0,15,1,1,4,4,6,1,1,0,0,0.3711356102073856,6.6,0.6054758370443675,217,56,201,-979,21.7,1554.4
0,25,4,0,8,4,8,1,0,1,0,0.564875491480996,7.0,0.7079003793501567,231,52,3152,2104,23.1,1805.7
0,20,3,1,5,5,8,0,0,0,0,0.4310384704340452,7.4,0.7377535873330033,227,52,120,-497,22.7,1632.1
1,19,3,1,8,6,7,0,0,0,0,0.5137614678899082,6.8,0.6013524657760184,199,68,1377,-221,19.9,1739.4
1,30,2,1,7,3,7,1,0,1,0,0.5313391411610516,7.2,0.7821210621804388,230,64,3071,2643,23.0,1762.2
1,18,1,1,10,2,8,1,1,0,1,0.7244622619690079,7.2,0.7896255978888339,251,60,6148,3541,25.1,2012.7
1,15,3,1,4,2,5,1,1,0,0,0.3908719451083186,6.8,0.6058881741712024,209,47,295,791,20.9,1580.0
1,14,3,1,5,5,3,0,0,0,0,0.38493562562639727,6.8,0.6021771400296881,242,35,451,1157,24.2,1572.3
1,47,1,0,7,5,11,0,0,0,0,0.4482306684141547,6.8,0.631700478311067,196,32,732,280,19.6,1654.4
0,19,5,0,8,7,14,0,0,0,0,0.5418240690771722,6.8,0.6238660729012039,233,55,920,-386,23.3,1775.8
0,17,5,0,6,9,8,0,0,0,0,0.3978105003469278,6.6,0.4577766782121061,199,48,-2039,-2297,19.9,1589.0
0,14,2,0,2,9,2,0,0,0,0,0.3019042479377073,6.6,0.5634999175325747,219,48,-5036,-2248,21.9,1464.6
0,19,8,0,9,10,6,1,1,0,0,0.4755223190193508,7.0,0.6344219033481774,211,44,-540,1330,21.1,1689.8
0,28,1,0,9,10,12,1,0,1,0,0.5237838254567883,7.2,0.6618835559953818,203,52,-1319,-840,20.3,1752.4
1,16,5,1,7,5,11,0,0,0,0,0.44799938323953425,6.4,0.5773544449942273,231,39,2555,2123,23.1,1654.1
0,20,4,1,5,8,7,1,1,0,0,0.2957366432811658,5.8,0.24913409203364678,164,37,-2663,-2578,16.4,1456.6
1,14,7,1,3,5,2,1,0,1,0,0.4008172076169917,7.2,0.7077354444994227,250,51,17,44,25.0,1592.9
0,19,3,1,6,6,6,0,0,0,0,0.39596021894996525,6.6,0.5864258617845951,207,45,-859,-1186,20.7,1586.6
0,18,1,1,5,6,6,0,0,0,0,0.4160049340837252,7.0,0.6682335477486393,217,52,61,1120,21.7,1612.6
1,11,2,1,4,4,0,1,0,1,0,0.3769948346311002,7.2,0.6976744186046512,239,56,-1761,-385,23.9,1562.0
1,58,3,0,9,7,12,1,1,0,0,0.5237838254567883,7.2,0.7299191819231404,185,57,1076,1282,18.5,1752.4
1,20,5,1,11,8,9,0,0,0,0,0.6179939865854599,7.2,0.739567870691077,225,44,2198,1355,22.5,1874.6
0,17,3,1,9,6,7,0,0,0,0,0.497802790841107,7.0,0.6663367969651987,213,40,626,98,21.3,1718.7
1,18,4,0,4,3,4,1,1,0,0,0.3431501040783286,7.0,0.5761174336137226,216,49,911,449,21.6,1518.1
1,15,2,1,11,6,16,0,0,0,0,0.6809806491403901,7.2,0.7460827972950684,220,60,4666,4288,22.0,1956.3
1,38,3,0,10,10,12,2,1,1,1,0.6527638578367126,7.2,0.7101269998350651,222,51,1167,-431,22.2,1919.7
0,17,2,0,5,8,5,0,0,0,0,0.31400817207616993,6.8,0.6049810324921655,177,37,-2454,-1437,17.7,1480.3
0,18,2,0,2,7,1,1,0,1,0,0.21417007169840419,6.2,0.4044202539996701,160,56,-3580,-2967,16.0,1350.8
0,14,3,1,10,4,13,0,0,0,0,0.6358800400894303,7.6,0.900214415305954,262,56,4185,3377,26.2,1897.8
1,16,3,0,6,2,9,0,0,0,0,0.4546295582453165,7.0,0.6726043212930891,247,47,1899,308,24.7,1662.7
1,11,2,0,4,7,3,0,0,0,0,0.37252332125510745,6.8,0.6408543625268018,225,48,-435,-427,22.5,1556.2
0,15,2,0,4,7,5,1,1,0,0,0.3073779970703877,6.4,0.5205343889163779,205,38,-3025,-1823,20.5,1471.7
0,38,3,0,4,7,3,0,0,0,0,0.42271220414771415,7.2,0.7250536038264884,208,68,-3035,188,20.8,1621.3
0,20,1,1,8,8,11,0,0,0,0,0.47737260041631335,7.0,0.611331024245423,191,44,118,-532,19.1,1692.2
0,17,4,0,7,5,9,0,0,0,0,0.4906329504278776,7.0,0.6961075375226785,220,67,1004,1446,22.0,1709.4
1,18,0,0,9,8,5,1,1,0,0,0.5012720684604116,7.0,0.6332673593930397,212,52,725,626,21.2,1723.2
1,16,2,1,12,6,10,1,1,0,0,0.67835941716136,7.6,0.8148606300511297,242,48,3316,2032,24.2,1952.9
0,17,5,1,7,8,2,0,0,0,0,0.38192891835633336,6.6,0.5774369124195943,203,47,-1400,-644,20.3,1568.4
1,16,5,0,5,1,5,1,1,0,0,0.43342841723845493,7.2,0.7364341085271316,250,52,1824,1204,25.0,1635.2
0,9,2,1,6,5,6,1,0,1,0,0.4665792922673656,7.0,0.7854197591951179,238,61,817,350,23.8,1678.2
1,15,1,1,9,4,9,0,0,0,0,0.5230128748747206,7.0,0.6246082797295068,236,28,3170,1984,23.6,1751.4
0,15,2,0,7,7,7,0,0,0,0,0.5089815742810887,7.0,0.7113640112155698,226,60,-6,1004,22.6,1733.2
1,80,15,1,10,6,12,0,0,0,0,0.6337984735178476,7.0,0.6427511133102425,204,47,2896,1330,20.4,1895.1
1,15,1,1,7,0,6,1,1,0,0,0.5634877804332742,7.2,0.7328055418109846,236,64,4991,3364,23.6,1803.9
0,16,2,0,2,7,3,1,0,1,0,0.289646133682831,7.0,0.6103414151410193,229,56,-2639,-953,22.9,1448.7
1,52,3,0,8,5,13,2,1,1,0,0.5911649063295042,7.0,0.7507009731156192,234,71,2087,650,23.4,1839.8
1,37,3,0,1,5,1,1,0,1,0,0.32973556395035086,6.8,0.6180108857001484,251,55,-1933,15,25.1,1500.7
0,16,1,1,5,1,0,1,1,0,0,0.41531107855986427,7.2,0.7431139699818571,221,60,2975,3977,22.1,1611.7
0,17,3,1,6,5,8,0,0,0,0,0.5186184565569346,7.0,0.668975754576942,251,64,2783,1603,25.1,1745.7
0,33,5,1,4,4,5,1,1,0,0,0.38439596021895006,6.8,0.6261751608114795,235,53,-1555,-1025,23.5,1571.6
1,16,5,0,6,8,8,1,1,0,0,0.404749055585537,7.0,0.595002474022761,207,48,-2565,-1593,20.7,1598.0
0,18,3,0,1,5,1,1,1,0,0,0.3572584997301672,7.0,0.689757545769421,233,72,-673,-48,23.3,1536.4
1,17,4,1,11,2,13,1,0,1,0,0.6438979261429342,7.6,0.8873494969487051,244,60,4012,3080,24.4,1908.2
1,38,4,1,5,7,6,1,1,0,0,0.38092668259964546,6.8,0.6030842817087251,205,44,-981,-994,20.5,1567.1
0,37,5,0,2,9,0,0,0,0,0,0.2768483540205072,6.8,0.5677057562262905,208,44,-4557,-3571,20.8,1432.1
0,13,3,0,5,5,7,0,0,0,0,0.3988127361036157,6.8,0.6430809830117102,206,55,811,241,20.6,1590.3
1,12,3,1,15,4,17,0,0,0,1,0.7785058977719529,7.2,0.7367639782285996,250,28,6375,3949,25.0,2082.8
1,17,3,0,9,9,7,1,1,0,0,0.5174620306838332,7.0,0.685551707075705,219,33,557,1853,21.9,1744.2
1,14,4,0,13,6,19,1,0,1,0,0.7622388404903245,7.4,0.8113145307603497,240,56,3183,1321,24.0,2061.7
1,18,5,0,0,3,0,0,0,0,0,0.22827846735024282,6.8,0.5656440705921161,229,54,-1148,-818,22.9,1369.1
0,16,0,0,3,4,2,1,0,1,0,0.3221802482460875,6.8,0.5692726373082632,208,59,-447,676,20.8,1490.9
0,15,5,0,5,8,5,0,0,0,0,0.4349703184025905,6.6,0.5483259112650504,230,43,53,-48,23.0,1637.2
0,34,0,0,8,10,15,1,1,0,0,0.49371675275614824,6.8,0.6169388091703777,171,66,-840,949,17.1,1713.4
1,19,3,1,4,2,7,1,0,1,0,0.3791534962608897,6.8,0.6038264885370278,216,65,1187,285,21.6,1564.8
1,13,3,0,6,10,6,1,1,0,0,0.42780047798936083,7.0,0.7121886854692395,226,56,-1753,-1095,22.6,1627.9
1,21,4,0,7,7,9,0,0,0,0,0.5027368745663404,7.0,0.77717301665842,225,60,-172,1613,22.5,1725.1
1,16,3,1,6,7,6,1,1,0,0,0.508827384164675,7.2,0.7193633514761669,226,63,777,1580,22.6,1733.0
1,15,2,1,11,3,13,1,1,0,0,0.5338832780818749,7.2,0.7262906152069931,208,44,1906,1369,20.8,1765.5
1,16,6,0,8,5,10,0,0,0,0,0.5032765399737876,6.8,0.6255154214085435,216,52,2310,1946,21.6,1725.8
0,20,1,0,3,5,0,0,0,0,0,0.2312080795621,6.2,0.3762988619495299,180,36,-1213,-276,18.0,1372.9
1,11,3,0,10,6,8,1,0,1,0,0.6032688304679671,7.4,0.846363186541316,246,52,2488,2722,24.6,1855.5
1,14,4,0,9,6,5,1,0,1,0,0.48531339141161045,7.4,0.7746989938974104,214,52,1399,2616,21.4,1702.5
1,17,2,0,6,6,9,0,0,0,0,0.5240922056896152,6.8,0.6603991423387762,216,55,1376,1018,21.6,1752.8
1,39,6,1,6,3,5,1,1,0,0,0.3931077017963148,7.2,0.6424212436087745,205,61,265,241,20.5,1582.9
0,22,3,0,4,7,6,1,0,1,0,0.4166987896075861,7.0,0.6662543295398317,234,47,-1782,-1311,23.4,1613.5
1,15,2,1,5,5,5,1,1,0,0,0.38940713900239,6.8,0.6481114959590962,221,56,-535,-691,22.1,1578.1
0,17,3,1,7,6,8,0,0,0,0,0.4473826227738803,7.0,0.6392874814448292,198,60,-727,-675,19.8,1653.3
1,15,2,1,10,4,9,1,1,0,0,0.5812967388790379,7.4,0.7742041893452086,238,59,3805,3162,23.8,1827.0
1,13,1,1,11,1,10,1,1,0,1,0.6894611055431347,7.6,0.9205838693715981,209,68,5797,4456,20.9,1967.3
1,11,2,1,8,3,8,0,0,0,0,0.5318017115102921,7.2,0.7170542635658915,231,61,3539,2952,23.1,1762.8
1,17,3,0,7,10,7,1,0,1,0,0.4352016035772107,6.8,0.6078673923800099,177,51,-3183,-1884,17.7,1637.5
0,105,2,0,3,8,2,0,0,0,0,0.29319250636034233,6.8,0.6366485238330858,198,56,-4033,-1850,19.8,1453.3
0,19,2,1,6,7,8,0,0,0,0,0.41145632564952594,6.8,0.5903018307768432,190,48,-1176,-671,19.0,1606.7
1,29,1,1,3,6,2,2,1,1,0,0.3091511834091435,6.6,0.5407389081312882,201,44,-1402,-2295,20.1,1474.0
0,83,2,1,5,5,7,0,0,0,0,0.44946418934546306,7.0,0.6967672769256142,225,50,761,830,22.5,1656.0
0,15,0,1,7,8,8,0,0,0,0,0.4817670187340991,6.8,0.6269173676397822,228,34,1038,454,22.8,1697.9
0,16,3,0,3,16,5,0,0,0,0,0.25834554005088284,6.4,0.4148936170212766,207,30,-6402,-4189,20.7,1408.1
0,20,22,0,3,11,7,0,0,0,0,0.21440135687302442,5.8,0.3257463301995712,164,39,-5427,-4559,16.4,1351.1
0,45,18,1,8,9,11,0,0,0,0,0.5567034153110785,6.8,0.6452251360712519,226,39,-194,431,22.6,1795.1
1,21,2,0,3,4,1,0,0,0,0,0.2676740420939018,6.8,0.5504700643245918,212,37,-2263,-1397,21.2,1420.2
0,22,2,0,12,9,10,1,0,1,0,0.58291573510138,6.8,0.6411842322282698,208,56,1693,1979,20.8,1829.1
0,16,7,0,4,9,5,1,0,1,0,0.3753758384087581,6.4,0.5104733630216064,219,45,-2231,-857,21.9,1559.9
1,16,2,1,11,4,7,1,1,0,0,0.5809112635880039,7.6,0.8455385122876463,237,52,3362,3874,23.7,1826.5
1,25,2,0,11,5,10,1,0,1,1,0.6289414848508211,7.0,0.7271152894606631,204,44,2840,1792,20.4,1888.8
0,15,3,0,7,9,7,0,0,0,0,0.4388250713129288,6.8,0.6185056902523504,206,46,-2606,-3164,20.6,1642.2
1,15,4,0,9,7,11,0,0,0,0,0.5674196284018195,7.2,0.7046016823354774,216,58,1884,1452,21.6,1809.0
1,15,2,1,6,3,3,1,1,0,0,0.5297972399969163,7.4,0.7990268843806695,251,73,2849,1925,25.1,1760.2
1,18,3,0,3,7,4,0,0,0,0,0.25140698481227364,6.4,0.4927428665677057,203,21,-3756,-3280,20.3,1399.1
1,16,4,0,11,2,7,1,1,0,0,0.5133759925988745,7.2,0.6895101434933201,221,52,2577,2588,22.1,1738.9
1,12,3,0,4,7,3,1,1,0,0,0.37437360265207,7.0,0.7010555830446973,229,52,-1777,52,22.9,1558.6
0,36,5,0,2,7,2,1,0,1,0,0.35070541978259195,7.0,0.6809335312551542,236,59,-1526,-1082,23.6,1527.9
1,18,2,1,9,6,7,1,1,0,0,0.48461953588774953,7.2,0.6978393534553852,210,60,338,-232,21.0,1701.6
1,17,2,0,4,7,5,0,0,0,0,0.4194742117030298,7.0,0.6904997525977238,240,57,-758,920,24.0,1617.1
1,17,5,1,9,1,12,1,1,0,1,0.6473672037622388,7.2,0.7629886194952994,253,56,5062,1996,25.3,1912.7
0,18,6,1,11,5,10,2,1,1,0,0.5575514609513531,7.0,0.6267524327890482,191,48,3367,1963,19.1,1796.2
0,12,2,0,3,8,4,1,1,0,0,0.2968159740960604,6.6,0.5235032162295893,203,55,-4591,-1620,20.3,1458.0
0,81,0,1,3,2,3,1,0,1,0,0.38439596021895006,7.2,0.7368464456539666,251,56,121,264,25.1,1571.6
0,16,3,0,2,6,1,0,0,0,0,0.24917122812427717,6.8,0.5043707735444499,215,28,-1635,-1467,21.5,1396.2
1,14,2,1,9,3,11,1,1,0,0,0.6004934083725234,7.2,0.7251360712518554,260,49,4756,3562,26.0,1851.9
1,21,4,1,10,3,12,2,1,1,0,0.6034230205843806,7.2,0.7838528781131452,235,47,3848,2704,23.5,1855.7
1,17,3,1,6,5,6,0,0,0,0,0.46742733790764024,7.0,0.7692561438231899,233,62,463,275,23.3,1679.3
0,16,4,0,10,5,8,1,0,1,0,0.6506051962069231,7.4,0.7870691077024575,235,48,3305,2586,23.5,1916.9
1,13,4,1,12,7,15,1,1,0,0,0.7095058206768946,7.2,0.7118588157677718,219,60,2473,565,21.9,1993.3
0,17,1,0,4,5,5,1,1,0,0,0.43643512450851907,7.2,0.7008906481939633,233,60,153,713,23.3,1639.1
1,55,2,1,7,2,12,1,1,0,0,0.5095983347467427,7.2,0.7534223981527296,229,52,3125,1784,22.9,1734.0
1,31,2,1,12,11,16,0,0,0,0,0.7039549764860072,7.2,0.7286821705426355,220,43,2352,133,22.0,1986.1
0,10,3,0,4,9,3,2,1,1,0,0.42733790764012036,7.2,0.7042718126340096,246,71,-454,23,24.6,1627.3
0,17,2,0,5,7,6,1,0,1,0,0.3750674581759309,6.8,0.6008576612238165,206,45,-1840,-2402,20.6,1559.5
0,17,3,1,8,7,10,2,1,1,0,0.5164597949271451,7.0,0.5965693551047336,209,51,900,-802,20.9,1742.9
0,18,4,1,5,5,7,0,0,0,0,0.4466887672500194,7.0,0.7309912584529111,245,59,96,-21,24.5,1652.4
0,16,4,0,4,9,5,0,0,0,0,0.3517847505974868,6.6,0.5155863433943592,226,46,-2004,-1407,22.6,1529.3
0,16,4,0,3,5,3,0,0,0,0,0.2511756996376532,6.2,0.4798779482104568,174,44,-2761,-2185,17.4,1398.8
1,17,0,1,4,5,2,1,1,0,0,0.37213784596407373,6.8,0.5840343064489527,234,53,-633,-1323,23.4,1555.7
0,14,7,0,3,6,4,0,0,0,0,0.3466964767558399,7.0,0.6269998350651492,231,59,-1558,-1782,23.1,1522.7
0,14,3,1,8,3,8,1,1,0,0,0.43543288875183095,6.8,0.5557479795480785,178,44,393,-1055,17.8,1637.8
0,17,4,0,7,8,6,1,1,0,0,0.40683062215711974,7.0,0.6376381329374897,204,47,-873,308,20.4,1600.7
1,19,4,1,8,7,11,2,1,1,0,0.5556240844961838,7.0,0.6796965198746495,227,65,1063,553,22.7,1793.7
0,18,1,0,0,8,0,0,0,0,0,0.21640582838640043,6.2,0.4345208642586179,208,52,-3752,-3349,20.8,1353.7
0,16,5,1,9,7,5,1,1,0,0,0.5533112327499808,7.2,0.7702457529275936,231,49,1550,2512,23.1,1790.7
0,13,4,1,6,5,7,0,0,0,0,0.4103769948346311,6.8,0.6704601682335477,216,48,611,381,21.6,1605.3
1,43,4,0,5,8,4,0,0,0,0,0.45378151260504207,7.4,0.7590301830776843,240,64,-616,728,24.0,1661.6
1,16,3,0,8,8,12,2,1,1,0,0.43458484311155654,6.6,0.49208312716477,202,40,151,1281,20.2,1636.7
1,14,1,1,9,4,11,0,0,0,0,0.5214709737105853,7.0,0.6563582384957941,205,56,1518,-5,20.5,1749.4
1,82,4,1,9,5,10,2,1,1,0,0.5376609359340067,7.2,0.7991918192314035,200,52,1241,2416,20.0,1770.4
1,14,0,1,10,9,8,0,0,0,0,0.5463726775113716,6.8,0.6307933366320303,188,40,780,74,18.8,1781.7
1,16,1,1,12,13,15,0,0,0,0,0.5558553696708041,6.8,0.5631700478311067,162,41,-2725,-3568,16.2,1794.0
0,15,1,1,6,6,8,1,0,1,0,0.48246087425796,6.8,0.6642751113310242,223,45,37,-905,22.3,1698.8
1,17,2,0,9,7,8,1,1,0,0,0.5343458484311155,6.6,0.5755401616361536,233,40,815,590,23.3,1766.1
1,15,5,0,4,3,4,0,0,0,0,0.387402667489014,7.2,0.8038099950519545,225,64,951,2193,22.5,1575.5
0,12,2,0,6,15,6,0,0,0,0,0.35941716135995694,6.4,0.49958766287316514,175,45,-4885,-3111,17.5,1539.2
0,19,2,0,2,8,3,0,0,0,0,0.24631871097062674,6.6,0.5159162130958271,198,43,-4527,-3126,19.8,1392.5
1,15,1,1,5,3,2,1,1,0,0,0.43874797625472206,7.0,0.6641926439056572,241,48,1239,-1051,24.1,1642.1
1,15,3,1,2,3,2,1,1,0,0,0.2933466964767558,6.4,0.5443674748474353,234,35,-988,-1427,23.4,1453.5
1,16,1,1,7,2,6,1,0,1,0,0.4897078097293964,7.0,0.6824179449117599,221,40,2216,1580,22.1,1708.2
0,11,1,1,4,5,4,2,1,1,0,0.3840104849279161,6.6,0.5902193633514762,208,59,-101,-1320,20.8,1571.1
1,14,4,1,4,4,3,1,0,1,0,0.4129982268136613,7.2,0.7502061685634175,224,66,225,824,22.4,1608.7
0,18,8,0,0,7,0,0,0,0,0,0.20260581296738878,6.2,0.4509318819066469,199,59,-4737,-3600,19.9,1335.8
1,18,2,1,11,4,9,1,1,0,0,0.5942487086577751,7.2,0.7278574962889658,212,60,3742,3229,21.2,1843.8
0,16,3,1,2,5,2,1,1,0,0,0.2894919435664175,6.8,0.5928583209632196,220,63,-1866,-1885,22.0,1448.5
