Wins,WardsPlaced,WardsDestroyed,FirstBlood,Kills,Deaths,Assists,EliteMonsters,Dragons,Heralds,TowersDestroyed,TotalGold,AvgLevel,TotalExperience,TotalMinionsKilled,TotalJungleMinionsKilled,GoldDiff,ExperienceDiff,CSPerMin,GoldPerMin,team
1,16,0,1,3,2,3,0,0,0,0,0.4282118055555555,7.0,0.7180616740088107,268,56,1731,1585,26.8,1614.5,Red
1,47,3,1,9,10,11,0,0,0,0,0.5355902777777779,7.2,0.6809556082683837,194,48,-947,188,19.4,1738.2,Red
1,18,3,0,7,6,5,1,1,0,0,0.49878472222222214,6.8,0.6240257539817012,207,47,713,1111,20.7,1695.8,Red
0,13,2,0,4,3,3,0,0,0,0,0.324392361111111,7.2,0.7080650626906134,207,46,-1171,1140,20.7,1494.9,Red
1,16,2,0,7,5,9,1,1,0,0,0.41623263888888884,6.8,0.5460860725177906,196,40,459,307,19.6,1600.7,Red
0,11,2,0,2,8,4,1,1,0,0,0.30789930555555567,6.6,0.5626906133514064,216,64,-2673,-1388,21.6,1475.9,Red
0,15,3,0,7,9,3,0,0,0,0,0.5174479166666668,7.2,0.725177905794646,221,48,251,1675,22.1,1717.3,Red
1,15,4,0,2,5,2,2,1,1,0,0.38159722222222214,6.8,0.6539308708912234,277,58,-534,-634,27.7,1560.8,Red
1,14,5,1,8,2,7,0,0,0,0,0.644357638888889,7.4,0.8028634361233481,271,47,4005,2248,27.1,1863.5,Red
0,17,3,0,4,2,5,0,0,0,0,0.36779513888888893,6.8,0.6424093527617757,216,44,318,-86,21.6,1544.9,Red
1,15,0,0,5,8,5,1,1,0,0,0.3301215277777778,6.6,0.5022873602168757,165,50,-2682,-2118,16.5,1501.5,Red
1,13,2,0,3,4,2,0,0,0,0,0.2440972222222222,6.4,0.4595899695018638,191,48,-2092,-1763,19.1,1402.4,Red
0,16,3,1,7,10,6,0,0,0,0,0.4316840277777778,7.2,0.6214842426296171,187,43,-2300,-2148,18.7,1618.5,Red
0,16,3,0,3,6,5,0,0,0,0,0.2713541666666668,6.6,0.5745509996611319,188,54,-2642,-1346,18.8,1433.8,Red
0,12,0,0,4,5,2,1,1,0,0,0.2622395833333333,7.0,0.5768383598780075,172,67,-2833,-220,17.2,1423.3,Red
1,14,0,0,8,8,9,1,1,0,0,0.5491319444444445,7.0,0.6812097594035921,214,71,336,1059,21.4,1753.8,Red
1,14,3,1,8,1,7,0,0,0,1,0.7487847222222221,7.6,0.8225177905794646,289,46,5136,3713,28.9,1983.8,Red
0,13,2,1,7,13,11,0,0,0,0,0.4868055555555555,6.6,0.49491697729583206,215,36,-1872,-3579,21.5,1682.0,Red
1,15,4,1,13,11,17,1,0,1,1,0.7278645833333333,6.8,0.5779396814639105,201,40,1048,450,20.1,1959.7,Red
0,41,2,1,5,4,10,0,0,0,0,0.4110243055555556,7.2,0.750338868180278,222,61,88,932,22.2,1594.7,Red
0,18,2,1,9,4,6,0,0,0,0,0.5433159722222223,7.2,0.7428837682141648,243,28,1427,1008,24.3,1747.1,Red
0,14,5,1,11,8,15,0,0,0,0,0.6223090277777779,6.8,0.6566418163334463,219,40,2440,1603,21.9,1838.1,Red
1,14,3,0,9,5,12,1,1,0,0,0.527517361111111,7.2,0.7315316841748559,215,56,1614,2256,21.5,1728.9,Red
0,19,2,1,7,4,6,0,0,0,0,0.4813368055555556,6.8,0.5845476109793292,213,51,1075,-73,21.3,1675.7,Red
0,17,3,0,8,7,15,0,0,0,0,0.5581597222222223,6.8,0.6771433412402575,196,48,1799,1304,19.6,1764.2,Red
0,12,0,0,3,12,3,0,0,0,0,0.3246527777777777,6.4,0.5217722805828534,201,47,-3296,-3231,20.1,1495.2,Red
0,18,3,1,7,4,5,1,1,0,0,0.5263020833333334,6.8,0.6396984073195527,236,48,1942,-57,23.6,1727.5,Red
0,16,4,0,4,8,3,0,0,0,0,0.3707465277777777,7.0,0.638851236868858,229,60,-2013,-247,22.9,1548.3,Red
0,22,2,0,8,12,11,0,0,0,0,0.4360243055555555,6.8,0.580735343951203,166,45,-3574,-1210,16.6,1623.5,Red
0,36,3,0,3,13,5,1,0,1,0,0.18376736111111103,6.0,0.2984581497797357,142,56,-6000,-5033,14.2,1332.9,Red
1,15,6,1,9,5,9,1,0,1,1,0.6524305555555556,6.8,0.5795493053202304,232,46,3128,2320,23.2,1872.8,Red
0,18,2,1,4,4,2,0,0,0,0,0.33428819444444446,7.0,0.6239410369366317,220,50,-1229,-1059,22.0,1506.3,Red
1,18,5,0,10,5,9,1,1,0,0,0.4496527777777779,6.6,0.5472721111487632,173,44,-1285,-1300,17.3,1639.2,Red
1,12,15,1,10,5,8,1,1,0,0,0.6252604166666667,7.2,0.7247543205692987,238,36,3274,1385,23.8,1841.5,Red
1,16,2,1,8,5,9,1,1,0,0,0.4735243055555556,6.8,0.5520162656726534,191,46,1770,-325,19.1,1666.7,Red
0,11,2,0,3,8,4,0,0,0,0,0.3833333333333333,6.8,0.6146221619789901,250,52,-1892,-890,25.0,1562.8,Red
1,17,0,0,7,8,7,0,0,0,0,0.4710937500000001,6.8,0.6408844459505253,215,55,-525,-902,21.5,1663.9,Red
1,16,1,0,6,5,8,0,0,0,0,0.4515625000000001,7.0,0.5986106404608608,226,48,415,498,22.6,1641.4,Red
0,15,1,1,6,2,4,1,1,0,0,0.4410590277777777,7.0,0.731701118264995,229,56,1751,1585,22.9,1629.3,Red
0,17,2,0,6,14,6,1,1,0,0,0.39583333333333326,6.6,0.4280752287360218,189,40,-4453,-2458,18.9,1577.2,Red
1,29,4,0,6,11,2,0,0,0,0,0.4859374999999999,6.8,0.6158082006099627,224,52,-1393,-441,22.4,1681.0,Red
0,17,3,1,5,6,10,0,0,0,0,0.4375868055555556,7.2,0.6776516435106744,197,75,-534,-154,19.7,1625.3,Red
1,16,2,0,11,2,18,1,1,0,0,0.6118055555555555,7.4,0.7089969501863777,203,53,3301,2246,20.3,1826.0,Red
0,14,2,1,7,4,7,0,0,0,0,0.515798611111111,7.2,0.681718061674009,242,44,2022,2023,24.2,1715.4,Red
1,51,3,1,6,3,7,1,1,0,0,0.4310763888888889,6.8,0.6400372754998306,202,55,-176,172,20.2,1617.8,Red
1,14,0,1,5,2,3,1,1,0,0,0.3383680555555555,6.8,0.6172483903761438,210,52,458,559,21.0,1511.0,Red
1,64,4,0,2,4,1,1,1,0,0,0.2988715277777778,7.2,0.6481701118264996,216,54,-676,576,21.6,1465.5,Red
0,14,3,1,4,6,0,1,0,1,0,0.28246527777777786,6.4,0.41943409013893607,210,35,-2536,-3339,21.0,1446.6,Red
0,40,1,1,11,7,9,1,0,1,0,0.5943576388888889,7.4,0.770077939681464,200,58,1751,2784,20.0,1805.9,Red
0,16,4,1,10,7,10,2,1,1,0,0.5717013888888889,6.8,0.6631650288037955,201,47,1516,1467,20.1,1779.8,Red
1,15,2,0,7,3,3,0,0,0,0,0.47430555555555554,6.8,0.6449508641138598,228,47,2566,2246,22.8,1667.6,Red
1,16,2,0,8,4,4,1,1,0,0,0.5414062500000001,7.4,0.82006099627245,251,60,2023,2678,25.1,1744.9,Red
1,16,3,1,6,5,8,0,0,0,0,0.43810763888888893,6.8,0.5860725177905796,189,48,276,-179,18.9,1625.9,Red
0,12,1,0,4,7,3,0,0,0,0,0.3485243055555556,6.8,0.5306675703151474,200,43,-1574,-1834,20.0,1522.7,Red
0,15,2,1,3,6,1,1,1,0,0,0.3082465277777777,6.8,0.5495594713656388,206,56,-2378,-2190,20.6,1476.3,Red
1,12,2,0,9,4,10,2,1,1,0,0.6191840277777778,7.4,0.8257370382921044,235,68,3223,2518,23.5,1834.5,Red
1,38,5,1,5,5,8,1,1,0,0,0.421701388888889,7.0,0.6347001016604542,214,56,-808,-1415,21.4,1607.0,Red
0,15,0,0,2,8,6,0,0,0,0,0.28289930555555554,6.4,0.4511182649949169,201,51,-3803,-2825,20.1,1447.1,Red
1,19,3,1,8,2,7,1,1,0,0,0.5489583333333334,7.2,0.7142494069806845,228,56,3360,1842,22.8,1753.6,Red
0,21,3,1,2,6,1,1,0,1,0,0.34201388888888884,6.8,0.6236021687563539,248,44,-2397,-1405,24.8,1515.2,Red
1,14,7,0,8,5,9,0,0,0,0,0.4965277777777779,7.0,0.6879871230091495,187,43,883,1828,18.7,1693.2,Red
1,39,3,0,4,1,5,2,1,1,0,0.472482638888889,6.8,0.6697729583192139,231,56,2638,2478,23.1,1665.5,Red
0,16,1,0,3,14,5,0,0,0,0,0.3378472222222222,6.6,0.509403592002711,223,40,-5035,-5420,22.3,1510.4,Red
1,15,1,0,8,5,7,2,1,1,0,0.5598958333333333,7.0,0.6956116570654015,217,59,1003,899,21.7,1766.2,Red
1,15,1,0,8,5,10,1,1,0,0,0.5838541666666668,7.2,0.7498305659098611,225,52,1963,1151,22.5,1793.8,Red
1,14,4,1,7,6,8,1,1,0,0,0.5717881944444445,7.4,0.7870213486953576,248,55,1071,1471,24.8,1779.9,Red
0,16,4,0,5,6,7,0,0,0,0,0.3979166666666667,7.0,0.6104710267705863,237,36,-897,-1090,23.7,1579.6,Red
0,20,0,0,2,5,2,0,0,0,0,0.2401909722222222,6.8,0.5215181294476449,213,46,-1946,-1292,21.3,1397.9,Red
1,15,2,1,8,8,6,1,1,0,0,0.5008680555555556,7.2,0.7123009149440868,183,58,219,1440,18.3,1698.2,Red
0,16,3,0,4,6,7,0,0,0,0,0.351736111111111,6.8,0.5814977973568282,213,54,-1588,-1331,21.3,1526.4,Red
1,14,1,1,6,2,6,1,1,0,0,0.488454861111111,7.0,0.7109454422229754,229,49,1889,723,22.9,1683.9,Red
0,15,1,1,4,2,4,0,0,0,0,0.3794270833333333,6.8,0.5539647577092511,223,36,720,-432,22.3,1558.3,Red
1,18,1,0,12,3,8,2,1,1,0,0.61015625,7.6,0.8248051507963402,205,56,2388,1978,20.5,1824.1,Red
1,17,5,1,13,3,10,1,1,0,0,0.684375,7.0,0.7151812944764487,218,44,5668,4786,21.8,1909.6,Red
0,16,2,1,8,7,11,0,0,0,0,0.5061631944444445,6.8,0.535835310064385,176,48,-527,-1493,17.6,1704.3,Red
0,55,6,0,4,6,4,1,1,0,0,0.3344618055555555,7.0,0.6968824127414436,191,55,-1496,730,19.1,1506.5,Red
1,20,0,1,14,8,12,2,1,1,0,0.7033854166666667,7.0,0.6762961707895628,193,48,4245,3073,19.3,1931.5,Red
1,18,3,0,5,10,8,1,0,1,0,0.398611111111111,6.4,0.48627583869874613,224,48,-3386,-2410,22.4,1580.4,Red
1,19,5,1,8,3,10,1,1,0,0,0.5383680555555557,7.2,0.723907150118604,235,53,3145,2166,23.5,1741.4,Red
1,18,4,1,5,1,8,0,0,0,0,0.4365451388888888,6.8,0.5981870552355134,251,33,1325,15,25.1,1624.1,Red
0,14,0,1,8,5,9,0,0,0,0,0.5787326388888889,7.0,0.7045069467976958,243,48,1623,1144,24.3,1787.9,Red
0,20,6,1,3,3,0,0,0,0,0,0.2554687499999999,6.8,0.5415960691291087,223,37,-1076,-759,22.3,1415.5,Red
0,16,4,1,10,7,6,0,0,0,0,0.5220486111111111,6.6,0.5742968485259236,211,42,1156,667,21.1,1722.6,Red
1,12,2,1,3,3,5,0,0,0,0,0.32586805555555554,6.8,0.633598780074551,220,53,-450,9,22.0,1496.6,Red
0,11,1,0,5,7,4,0,0,0,0,0.3004340277777777,5.8,0.3325144018976619,164,28,-4363,-4467,16.4,1467.3,Red
0,18,4,0,6,11,6,0,0,0,0,0.41145833333333326,6.6,0.5354117248390377,228,34,-2262,-2885,22.8,1595.2,Red
1,15,3,0,9,6,9,0,0,0,0,0.5716145833333333,7.2,0.6282616062351746,205,60,367,-187,20.5,1779.7,Red
0,16,1,1,3,6,2,1,1,0,0,0.36145833333333344,6.8,0.550321924771264,224,66,-1214,-2080,22.4,1537.6,Red
0,17,3,0,1,4,0,0,0,0,0,0.22291666666666665,6.8,0.5874279905116909,223,47,-1728,337,22.3,1378.0,Red
0,17,3,0,5,6,5,1,1,0,0,0.4008680555555555,7.0,0.6474076584208742,213,52,-959,-917,21.3,1583.0,Red
0,14,4,0,5,5,5,1,1,0,0,0.3612847222222222,6.8,0.6287699085055914,209,50,-924,-323,20.9,1537.4,Red
0,17,4,0,2,12,2,0,0,0,0,0.30937499999999996,6.8,0.5589630633683497,206,52,-4544,-3126,20.6,1477.6,Red
1,32,2,1,11,4,12,0,0,0,1,0.7431423611111112,7.4,0.7665198237885463,218,49,4847,2983,21.8,1977.3,Red
0,17,1,0,3,9,2,1,0,1,0,0.38498263888888884,6.8,0.6093697051846833,224,57,-1849,-669,22.4,1564.7,Red
0,41,0,1,11,7,9,0,0,0,0,0.6819444444444445,7.2,0.6793459844120638,218,43,3891,2689,21.8,1906.8,Red
1,17,2,0,9,6,9,1,1,0,0,0.6186631944444445,7.4,0.8060826838359879,232,57,1314,1942,23.2,1833.9,Red
0,45,2,0,5,9,5,0,0,0,0,0.370920138888889,6.8,0.6580820060996272,216,48,-2718,-91,21.6,1548.5,Red
1,13,3,1,8,3,12,2,1,1,0,0.531423611111111,7.2,0.7038292104371401,227,64,2174,1268,22.7,1733.4,Red
0,46,1,0,1,4,1,0,0,0,0,0.2603298611111111,6.8,0.5932734666214844,215,56,-1093,-720,21.5,1421.1,Red
0,52,4,1,10,11,13,0,0,0,0,0.5647569444444445,7.0,0.6499491697729584,210,42,215,438,21.0,1771.8,Red
0,51,3,0,6,7,6,1,1,0,0,0.40112847222222214,6.8,0.5558285327007794,228,54,-635,1157,22.8,1583.3,Red
0,13,1,1,10,10,10,1,0,1,1,0.6686631944444446,6.6,0.5546424940698068,208,31,-120,-1209,20.8,1891.5,Red
0,13,2,1,9,10,12,0,0,0,0,0.6082465277777778,6.8,0.6292782107760081,230,36,-194,-661,23.0,1821.9,Red
0,17,1,0,2,9,1,0,0,0,0,0.31918402777777777,6.8,0.5830227041680786,238,52,-3581,-1578,23.8,1488.9,Red
1,146,2,1,13,6,12,0,0,0,0,0.7552951388888889,7.0,0.7450864113859709,223,39,3622,2561,22.3,1991.3,Red
0,19,6,0,6,6,11,1,0,1,0,0.46805555555555567,6.8,0.5636225008471706,210,59,303,-312,21.0,1660.4,Red
1,18,1,1,8,9,10,0,0,0,0,0.6307291666666668,7.0,0.6832429684852593,247,56,1295,305,24.7,1847.8,Red
1,15,0,1,5,1,4,2,1,1,0,0.44748263888888884,7.0,0.6975601491019993,219,48,3006,1880,21.9,1636.7,Red
0,16,2,0,1,2,1,1,1,0,0,0.21744791666666674,6.6,0.5430362588952898,197,52,-1090,-371,19.7,1371.7,Red
0,16,1,1,3,4,2,0,0,0,0,0.31762152777777786,6.4,0.5166892578786851,228,35,-324,-1794,22.8,1487.1,Red
0,17,3,0,7,3,6,1,1,0,0,0.4861979166666668,7.2,0.7902405964079974,233,65,2025,2448,23.3,1681.3,Red
1,17,6,0,8,7,11,1,1,0,0,0.5041666666666667,7.0,0.6582514401897662,201,55,416,907,20.1,1702.0,Red
1,40,1,0,4,4,5,1,1,0,0,0.3808159722222222,6.8,0.6135208403930871,202,66,-62,-1154,20.2,1559.9,Red
1,36,6,0,7,5,12,1,1,0,0,0.4439236111111111,7.2,0.6871399525584548,200,44,67,1341,20.0,1632.6,Red
0,15,0,1,4,11,4,0,0,0,0,0.2900173611111112,6.4,0.47068790240596414,182,51,-5163,-3968,18.2,1455.3,Red
0,14,1,0,5,11,6,0,0,0,0,0.40555555555555567,7.0,0.5744662826160624,225,48,-2728,-1957,22.5,1588.4,Red
1,42,3,1,9,3,7,0,0,0,0,0.6126736111111111,7.2,0.7810064384954253,256,43,3559,1400,25.6,1827.0,Red
0,16,4,0,4,6,5,0,0,0,0,0.4765625,7.0,0.6715520162656726,237,64,-184,131,23.7,1670.2,Red
1,13,5,0,7,4,6,0,0,0,0,0.5041666666666667,7.0,0.6379193493730938,224,53,2040,1012,22.4,1702.0,Red
0,55,3,0,1,6,3,0,0,0,0,0.27612847222222214,6.6,0.5388004066418163,222,51,-2151,-726,22.2,1439.3,Red
1,14,0,1,12,10,8,0,0,0,0,0.643576388888889,7.0,0.6687563537783802,210,35,2452,1634,21.0,1862.6,Red
0,18,5,0,4,7,3,0,0,0,0,0.31076388888888884,6.8,0.5623517451711285,197,52,-3255,-2259,19.7,1479.2,Red
0,15,3,0,3,9,2,1,1,0,0,0.44652777777777786,7.4,0.7626228397153508,226,80,-1128,-858,22.6,1635.6,Red
0,16,3,0,5,6,3,0,0,0,0,0.40842013888888884,7.0,0.6762961707895628,220,48,-1909,-979,22.0,1591.7,Red
0,15,2,1,6,10,8,0,0,0,0,0.35277777777777786,6.6,0.5221111487631312,186,44,-3397,-1493,18.6,1527.6,Red
1,16,1,1,12,8,22,1,1,0,0,0.85859375,7.2,0.6966282616062353,198,74,3563,1320,19.8,2110.3,Red
1,18,2,0,9,7,13,0,0,0,0,0.5171006944444445,6.4,0.44213825821755337,214,35,361,-1686,21.4,1716.9,Red
0,38,3,1,3,4,4,0,0,0,0,0.3930555555555555,7.0,0.5917485598102338,226,57,513,-992,22.6,1574.0,Red
0,20,3,1,4,11,6,0,0,0,0,0.2871527777777778,6.2,0.4260420196543545,203,34,-4872,-3076,20.3,1452.0,Red
1,16,1,1,7,6,7,0,0,0,0,0.433767361111111,6.4,0.4939003727549983,215,51,-985,-2102,21.5,1620.9,Red
0,21,1,0,8,4,9,1,0,1,0,0.5259548611111111,7.4,0.7815994578109117,236,48,1599,1870,23.6,1727.1,Red
0,11,2,1,4,11,5,0,0,0,0,0.48906249999999996,7.0,0.6263978312436463,242,57,-1719,-1703,24.2,1684.6,Red
1,16,3,1,6,1,5,1,0,1,0,0.4644097222222223,7.0,0.7374618773297187,242,44,2641,2207,24.2,1656.2,Red
1,17,1,0,9,3,11,2,1,1,0,0.5342881944444444,7.2,0.685699762792274,229,48,2846,2325,22.9,1736.7,Red
1,30,3,1,10,3,12,1,1,0,0,0.6708333333333334,7.4,0.8216706201287699,221,78,3891,2276,22.1,1894.0,Red
0,16,1,1,4,13,5,0,0,0,0,0.23550347222222223,6.0,0.3170111826499492,175,28,-6202,-5368,17.5,1392.5,Red
0,15,1,1,2,3,3,0,0,0,0,0.31701388888888893,6.8,0.5851406302948153,219,52,-2330,-2167,21.9,1486.4,Red
1,12,1,0,7,9,10,0,0,0,0,0.4184895833333333,6.8,0.6031006438495427,169,52,-3089,-1750,16.9,1603.3,Red
0,16,2,1,6,7,7,0,0,0,0,0.3999131944444445,6.6,0.5647238224330736,187,52,-540,-867,18.7,1581.9,Red
0,14,2,0,4,5,4,1,1,0,0,0.46067708333333335,7.4,0.7671128431040325,231,75,-508,1704,23.1,1651.9,Red
1,15,2,0,7,10,4,0,0,0,0,0.5059027777777778,7.2,0.7366147068790242,228,71,-625,1035,22.8,1704.0,Red
0,18,3,0,5,8,3,0,0,0,0,0.3052083333333333,6.8,0.5443917316164012,195,46,-2481,-1962,19.5,1472.8,Red
0,16,1,0,5,10,5,0,0,0,0,0.4495659722222223,6.6,0.5615045747204338,205,65,-2796,-2669,20.5,1639.1,Red
0,16,1,1,4,9,4,0,0,0,0,0.3629340277777777,6.8,0.5510843781768892,222,43,-2089,-2123,22.2,1539.3,Red
0,47,6,0,6,5,8,0,0,0,0,0.47144097222222214,6.8,0.6007285665875975,210,48,608,703,21.0,1664.3,Red
1,17,1,0,9,7,11,0,0,0,0,0.5886284722222221,7.0,0.6606235174517113,211,60,1923,1753,21.1,1799.3,Red
1,41,4,1,5,5,5,1,1,0,0,0.4649305555555556,7.2,0.6989156218231108,206,60,951,546,20.6,1656.8,Red
0,19,4,0,4,6,6,0,0,0,0,0.30295138888888884,6.6,0.5074550999661133,200,51,-1428,-701,20.0,1470.2,Red
1,13,2,0,5,8,5,1,0,1,0,0.41918402777777786,6.8,0.6236868858014234,231,56,-1131,-1145,23.1,1604.1,Red
1,16,2,1,7,4,15,0,0,0,0,0.5412326388888888,6.8,0.5907319552694003,230,43,1972,1010,23.0,1744.7,Red
1,33,2,0,9,7,12,1,1,0,0,0.6317708333333334,7.2,0.7981192815994579,229,45,2242,1819,22.9,1849.0,Red
0,14,1,0,3,6,3,1,0,1,0,0.2817708333333333,7.0,0.6532531345306677,180,68,-2287,268,18.0,1445.8,Red
1,15,4,1,4,7,4,1,0,1,0,0.3379340277777778,6.6,0.517197560149102,180,45,-1367,-2396,18.0,1510.5,Red
0,16,2,0,4,8,4,0,0,0,0,0.3768229166666668,6.8,0.5936970518468315,214,52,-2580,-2954,21.4,1555.3,Red
1,16,2,1,7,11,8,0,0,0,0,0.44010416666666674,6.6,0.46204676380887844,199,40,-786,562,19.9,1628.2,Red
0,37,3,0,6,5,10,0,0,0,0,0.4575520833333333,7.4,0.7466113181972213,233,40,-152,57,23.3,1648.3,Red
0,44,1,0,4,8,3,1,1,0,0,0.3416666666666668,7.0,0.6827346662148425,213,56,-2802,-281,21.3,1514.8,Red
1,15,3,1,4,3,2,1,1,0,0,0.42465277777777777,6.8,0.5803117587258556,239,53,1610,1393,23.9,1610.4,Red
0,37,3,1,10,14,8,1,1,0,0,0.5069444444444444,7.0,0.6661301253812267,172,52,-1543,21,17.2,1705.2,Red
0,15,3,1,11,15,11,0,0,0,0,0.5763888888888888,6.4,0.3902914266350389,176,41,-1915,-2606,17.6,1785.2,Red
0,19,2,1,3,4,1,0,0,0,0,0.3778645833333334,6.8,0.5676889190105049,238,51,595,-364,23.8,1556.5,Red
1,14,1,0,7,6,4,0,0,0,0,0.5094618055555555,7.0,0.7124703490342258,224,54,1190,911,22.4,1708.1,Red
0,17,4,0,1,5,2,1,1,0,0,0.29861111111111116,6.8,0.603354794984751,239,60,-1820,-806,23.9,1465.2,Red
1,19,4,1,7,4,6,0,0,0,0,0.5753472222222222,7.2,0.7521179261267367,222,71,2630,2244,22.2,1784.0,Red
0,24,9,1,8,8,9,1,1,0,0,0.5391493055555556,6.8,0.6112334801762115,198,56,1327,789,19.8,1742.3,Red
0,16,1,1,4,8,3,1,0,1,0,0.3681423611111112,6.8,0.5889528973229413,221,48,-1417,-1016,22.1,1545.3,Red
1,17,5,0,4,4,6,0,0,0,0,0.39574652777777786,7.0,0.6579125720094884,227,48,-71,-409,22.7,1577.1,Red
0,17,1,1,4,5,2,1,1,0,0,0.3531249999999999,6.6,0.5762453405625213,210,48,-17,-1052,21.0,1528.0,Red
1,12,3,0,7,8,5,0,0,0,0,0.43828124999999996,7.0,0.5994578109115555,212,52,-151,-840,21.2,1626.1,Red
0,14,4,0,3,10,3,1,0,1,0,0.25902777777777786,6.8,0.54778041341918,184,48,-4817,-3220,18.4,1419.6,Red
1,17,4,1,9,4,11,1,1,0,0,0.6102430555555556,7.2,0.7638088783463234,241,66,3400,2763,24.1,1824.2,Red
1,34,3,0,8,6,15,1,1,0,0,0.5569444444444445,6.8,0.6067434767875296,187,54,944,556,18.7,1762.8,Red
1,13,1,1,8,4,6,1,0,1,1,0.5956597222222222,7.0,0.6050491358861404,220,54,2839,-18,22.0,1807.4,Red
0,61,4,0,8,11,10,0,0,0,0,0.53203125,6.8,0.6302948153168418,192,53,-818,165,19.2,1734.1,Red
1,34,1,1,9,2,8,2,1,1,1,0.7803819444444444,7.6,0.792527956624873,259,58,6286,4733,25.9,2020.2,Red
1,10,4,1,11,4,10,1,1,0,0,0.6678819444444444,7.2,0.8109962724500169,226,45,3799,3285,22.6,1890.6,Red
0,19,3,1,2,8,2,0,0,0,0,0.25668402777777777,6.6,0.47932904100304985,221,46,-4428,-3489,22.1,1416.9,Red
0,18,5,0,1,9,1,1,1,0,0,0.26388888888888884,6.8,0.5871738393764826,221,64,-4388,-3527,22.1,1425.2,Red
1,18,3,1,8,4,11,0,0,0,0,0.6350694444444445,7.2,0.7013724161301255,249,40,3045,1634,24.9,1852.8,Red
1,17,2,1,4,2,9,1,0,1,0,0.47977430555555567,7.2,0.7213656387665198,257,52,1497,778,25.7,1673.9,Red
1,17,4,1,4,3,3,0,0,0,0,0.4712673611111111,7.0,0.6929007116231786,226,53,1696,2153,22.6,1664.1,Red
0,12,4,1,7,8,4,1,0,1,0,0.45590277777777777,7.0,0.6779057946458827,245,40,-733,1480,24.5,1646.4,Red
0,17,2,0,10,9,10,0,0,0,0,0.5803819444444445,7.0,0.6903592002710947,197,50,606,1487,19.7,1789.8,Red
1,18,4,1,5,3,5,1,0,1,0,0.5234375,7.0,0.7228058285327009,246,63,2420,753,24.6,1724.2,Red
1,20,1,1,8,3,11,1,1,0,0,0.507986111111111,6.6,0.5488817350050831,197,44,2037,-110,19.7,1706.4,Red
0,21,2,1,4,4,5,1,1,0,0,0.31762152777777786,6.4,0.4376482548288717,207,48,-631,-1404,20.7,1487.1,Red
1,21,4,1,7,7,9,1,1,0,0,0.6327256944444444,7.6,0.8542866824805152,228,80,1570,2103,22.8,1850.1,Red
0,39,3,1,7,7,9,0,0,0,0,0.5248263888888889,6.6,0.6041172483903762,229,38,471,-870,22.9,1725.8,Red
0,17,1,1,4,3,5,0,0,0,0,0.43585069444444446,6.8,0.656387665198238,216,67,1211,108,21.6,1623.3,Red
0,15,2,0,2,7,4,1,1,0,0,0.29626736111111107,7.0,0.5975940359200272,213,66,-2740,-1708,21.3,1462.5,Red
0,35,3,1,4,6,6,0,0,0,0,0.3905381944444444,6.8,0.5589630633683497,247,42,-1947,-2521,24.7,1571.1,Red
0,28,2,0,3,10,1,0,0,0,0,0.31467013888888884,6.4,0.5202473737716028,203,56,-4712,-3798,20.3,1483.7,Red
1,39,2,0,4,5,3,0,0,0,0,0.3636284722222223,7.2,0.6194510335479498,209,60,-1115,-1256,20.9,1540.1,Red
0,16,2,1,5,4,5,0,0,0,0,0.4164930555555555,7.0,0.6496103015926805,252,32,833,116,25.2,1601.0,Red
0,11,2,1,7,11,7,1,1,0,0,0.5854166666666667,6.8,0.6740088105726872,226,73,-564,-633,22.6,1795.6,Red
1,13,3,0,10,10,8,0,0,0,1,0.6924479166666666,7.0,0.6357167062012877,223,51,589,-1794,22.3,1918.9,Red
0,12,2,0,4,9,8,0,0,0,0,0.3651909722222222,6.6,0.5269400203320908,211,46,-3020,-2593,21.1,1541.9,Red
0,17,2,0,6,7,8,1,0,1,0,0.4999131944444444,7.0,0.6884107082344969,216,67,1339,2802,21.6,1697.1,Red
1,17,2,0,4,10,3,1,0,1,0,0.38732638888888893,6.6,0.5739579803456455,203,68,-1487,-577,20.3,1567.4,Red
0,17,3,0,3,5,1,0,0,0,0,0.30138888888888893,7.0,0.6154693324296848,245,45,-579,37,24.5,1468.4,Red
0,19,0,0,6,9,4,0,0,0,0,0.36536458333333344,6.6,0.5227041680786174,191,48,-975,-659,19.1,1542.1,Red
0,15,1,0,6,10,11,0,0,0,0,0.43081597222222223,6.6,0.49085055913249753,220,32,-1417,-1171,22.0,1617.5,Red
0,16,3,0,4,6,3,0,0,0,0,0.33177083333333335,6.8,0.5578617417824466,211,60,-2768,-1411,21.1,1503.4,Red
0,16,1,0,6,13,7,1,1,0,0,0.4286458333333334,6.6,0.5350728566587598,199,35,-3897,-2558,19.9,1615.0,Red
1,36,2,1,9,2,11,1,1,0,0,0.6262152777777779,7.4,0.8176889190105049,229,66,4631,3612,22.9,1842.6,Red
1,13,3,1,5,4,4,2,1,1,0,0.39479166666666665,7.2,0.6646052185699763,193,56,46,458,19.3,1576.0,Red
1,37,1,1,7,2,9,1,1,0,0,0.47430555555555554,7.0,0.6608776685869197,211,40,258,419,21.1,1667.6,Red
0,14,1,1,3,9,4,0,0,0,0,0.3433159722222223,6.2,0.4135038969840733,185,52,-2845,-4032,18.5,1516.7,Red
1,36,1,1,10,3,11,1,1,0,0,0.566232638888889,7.2,0.731870552355134,207,52,3177,3271,20.7,1773.5,Red
