WardsPlaced,WardsDestroyed,Kills,Deaths,Assists,EliteMonsters,Dragons,Heralds,TowersDestroyed,TotalGold,AvgLevel,TotalExperience,TotalMinionsKilled,TotalJungleMinionsKilled,GoldDiff,ExperienceDiff,CSPerMin,GoldPerMin,FirstBlood_0,FirstBlood_1,Wins
17,3,4,6,6,1,1,0,0,0.4039062499999999,7.0,0.6970518468315826,212,67,-628,243,21.2,1586.5,1,0,0
16,1,5,9,2,1,1,0,0,0.394357638888889,6.8,0.5970857336496104,238,48,-1344,-2079,23.8,1575.5,0,1,0
16,2,9,4,14,1,0,1,0,0.6811631944444445,7.2,0.8113351406302948,238,68,3848,2091,23.8,1905.9,0,1,1
25,2,4,6,4,0,0,0,0,0.3399305555555556,6.8,0.6137749915282956,207,56,-1515,-590,20.7,1512.8,1,0,1
12,2,7,7,8,0,0,0,0,0.425954861111111,6.6,0.5226194510335479,200,47,-462,-1726,20.0,1611.9,0,1,1
48,1,7,10,9,0,0,0,0,0.49331597222222223,6.6,0.6067434767875296,206,47,-1058,-1196,20.6,1689.5,1,0,0
17,3,8,6,10,1,1,0,0,0.47343749999999996,7.0,0.625974246018299,206,41,554,483,20.6,1666.6,1,0,1
19,1,7,5,9,0,0,0,0,0.42404513888888884,6.8,0.5493053202304304,218,31,460,842,21.8,1609.7,1,0,0
15,2,7,5,8,1,1,0,0,0.51171875,7.2,0.6792612673669943,230,56,1130,347,23.0,1710.7,1,0,1
49,2,9,2,16,0,0,0,0,0.5763020833333334,7.0,0.6435953913927482,205,55,3919,3135,20.5,1785.1,0,1,1
18,8,6,6,10,1,1,0,0,0.4922743055555556,6.8,0.6159776347001017,245,45,677,67,24.5,1688.3,0,1,0
48,6,9,5,8,0,0,0,0,0.5008680555555556,7.0,0.69747543205693,225,50,819,1926,22.5,1698.2,1,0,1
24,4,4,5,1,0,0,0,0,0.2908854166666668,6.2,0.47721111487631307,204,32,-733,-810,20.4,1456.3,0,1,0
55,3,8,5,8,1,1,0,0,0.4861979166666668,7.2,0.6742629617078956,203,60,847,267,20.3,1681.3,0,1,0
38,0,2,4,2,1,1,0,0,0.3130208333333333,7.2,0.6900203320908168,235,51,-737,-1094,23.5,1481.8,1,0,1
39,2,1,4,1,0,0,0,0,0.25503472222222223,7.0,0.6053880040664182,214,47,-1891,-603,21.4,1415.0,0,1,0
19,3,9,5,13,1,1,0,0,0.621267361111111,7.2,0.7238224330735344,236,44,3130,2448,23.6,1836.9,0,1,1
13,1,8,9,8,0,0,0,0,0.49392361111111116,7.2,0.7034056252117927,193,63,-147,1425,19.3,1690.2,1,0,0
13,2,5,9,7,0,0,0,0,0.48550347222222223,7.0,0.5930193154862758,224,58,-687,-563,22.4,1680.5,1,0,0
16,3,8,2,8,1,1,0,0,0.5501736111111111,7.6,0.7797356828193832,211,53,3180,3196,21.1,1755.0,0,1,1
53,5,8,7,10,2,1,1,0,0.5620659722222223,7.4,0.7937139952558455,225,64,144,867,22.5,1768.7,0,1,1
16,2,9,2,8,1,0,1,1,0.757986111111111,7.8,0.8409013893595393,262,56,6374,4421,26.2,1994.4,0,1,1
23,3,6,5,10,2,1,1,0,0.49331597222222223,6.8,0.6560487970179602,248,51,947,1040,24.8,1689.5,1,0,1
14,4,6,3,10,0,0,0,0,0.53828125,6.8,0.6108098949508641,233,49,3074,2611,23.3,1741.3,0,1,0
17,1,10,16,10,0,0,0,0,0.5880208333333334,6.8,0.5088105726872246,182,37,-2098,-1150,18.2,1798.6,1,0,0
17,0,5,4,1,1,1,0,0,0.4716145833333334,7.2,0.7634700101660455,273,60,1270,2363,27.3,1664.5,0,1,0
18,6,5,3,7,1,1,0,0,0.45052083333333326,6.8,0.6114029142663505,243,48,2089,2275,24.3,1640.2,0,1,0
16,2,1,9,1,0,0,0,0,0.27517361111111116,6.6,0.5227888851236869,206,51,-3404,-2513,20.6,1438.2,1,0,0
17,6,8,4,0,1,1,0,0,0.49053819444444446,7.2,0.7764317180616741,248,52,206,1476,24.8,1686.3,1,0,0
12,0,4,6,4,0,0,0,0,0.2939236111111112,6.6,0.46780752287360217,166,56,-1396,-2369,16.6,1459.8,1,0,0
117,3,7,5,8,1,1,0,0,0.4874131944444444,7.0,0.6957810911555405,227,52,2475,3608,22.7,1682.7,1,0,1
17,1,8,5,5,1,1,0,0,0.5631944444444446,7.2,0.7522873602168757,262,68,2111,1385,26.2,1770.0,0,1,0
20,5,8,8,9,1,1,0,0,0.582204861111111,7.0,0.7055235513385293,230,62,375,547,23.0,1791.9,0,1,1
14,5,9,6,14,0,0,0,0,0.6230034722222222,7.0,0.7197560149101999,239,52,1942,2662,23.9,1838.9,1,0,1
17,4,6,4,6,0,0,0,0,0.4424479166666666,7.0,0.6078447983734329,238,42,426,323,23.8,1630.9,0,1,0
16,2,10,6,17,0,0,0,0,0.6315104166666667,7.2,0.7084886479159608,237,57,2794,2688,23.7,1848.7,0,1,1
13,1,13,3,12,1,1,0,0,0.8457465277777778,7.6,0.9066418163334463,250,61,7218,5853,25.0,2095.5,1,0,1
18,4,3,7,3,2,1,1,0,0.40208333333333335,6.8,0.6729922060318537,231,69,-1175,-963,23.1,1584.4,1,0,1
103,1,5,3,5,1,1,0,0,0.4546006944444445,7.0,0.7218739410369367,222,56,1420,1415,22.2,1644.9,1,0,1
15,1,7,6,9,1,1,0,0,0.49444444444444446,7.2,0.7157743137919349,222,60,265,872,22.2,1690.8,1,0,1
19,3,9,4,10,1,1,0,0,0.41519097222222223,6.6,0.534733988478482,180,46,797,532,18.0,1599.5,1,0,0
14,3,5,10,5,1,0,1,0,0.3656250000000001,6.8,0.5146560487970181,191,60,-3201,-2000,19.1,1542.4,0,1,0
17,4,7,6,8,1,1,0,0,0.3862847222222223,6.4,0.47636394442561836,192,45,632,-675,19.2,1566.2,1,0,1
15,4,3,8,2,1,1,0,0,0.40295138888888893,7.0,0.6196204676380889,233,44,-2493,-1826,23.3,1585.4,1,0,0
14,2,4,9,6,1,1,0,0,0.35486111111111107,6.8,0.615130464249407,202,60,-3158,-2594,20.2,1530.0,0,1,0
35,1,8,7,6,2,1,1,0,0.5332465277777778,7.0,0.6661301253812267,204,53,1127,1496,20.4,1735.5,0,1,1
49,3,7,9,7,0,0,0,0,0.5177083333333334,6.8,0.5643002372077263,246,28,296,-872,24.6,1717.6,1,0,1
18,3,4,0,6,1,1,0,0,0.3823784722222223,6.6,0.5539647577092511,228,49,1473,29,22.8,1561.7,0,1,0
58,5,5,6,3,1,1,0,0,0.3501736111111111,6.8,0.58598780074551,192,58,-810,-98,19.2,1524.6,1,0,1
17,1,10,7,12,2,1,1,0,0.5565972222222222,7.0,0.6854456116570654,204,52,180,102,20.4,1762.4,0,1,0
15,4,4,2,5,1,1,0,0,0.3769965277777778,7.0,0.6207217892239919,215,56,839,-63,21.5,1555.5,0,1,0
42,5,3,6,5,1,1,0,0,0.3646701388888889,7.0,0.6751101321585903,235,47,-1030,-914,23.5,1541.3,0,1,0
17,4,4,3,4,0,0,0,0,0.3628472222222223,6.8,0.576923076923077,206,51,885,-180,20.6,1539.2,0,1,0
14,3,10,12,9,1,0,1,0,0.5708333333333333,6.4,0.482802439850898,188,40,-186,741,18.8,1778.8,1,0,1
17,3,9,3,14,2,1,1,1,0.6743923611111111,7.0,0.6782446628261606,237,52,3702,1251,23.7,1898.1,0,1,1
54,4,4,8,6,1,1,0,0,0.3598958333333333,6.8,0.5882751609623856,222,55,-3479,-2657,22.2,1535.8,1,0,0
17,0,9,3,13,2,1,1,1,0.7005208333333333,7.2,0.7231446967129788,216,53,4991,3526,21.6,1928.2,1,0,1
88,0,9,6,8,0,0,0,0,0.5747395833333333,6.6,0.5859030837004405,215,34,2543,538,21.5,1783.3,1,0,1
18,0,6,10,5,0,0,0,0,0.4119791666666668,6.8,0.5690443917316165,194,48,-1729,-2306,19.4,1595.8,1,0,0
19,2,7,5,6,1,1,0,0,0.5637152777777779,7.6,0.8442900711623179,241,76,1964,3104,24.1,1770.6,1,0,1
14,3,3,1,1,0,0,0,0,0.3438368055555556,7.0,0.6901897661809556,248,56,1231,908,24.8,1517.3,0,1,1
16,5,6,5,5,0,0,0,0,0.49348958333333326,7.0,0.619281599457811,212,56,445,-141,21.2,1689.7,0,1,1
13,2,4,5,5,0,0,0,0,0.3519097222222223,7.0,0.6405455777702475,202,55,-857,-961,20.2,1526.6,0,1,1
19,3,9,3,9,0,0,0,0,0.5618055555555557,7.0,0.7388173500508303,213,48,2959,2726,21.3,1768.4,1,0,1
16,3,11,10,9,0,0,0,0,0.6538194444444445,7.2,0.6992544900033887,212,37,1593,1157,21.2,1874.4,1,0,1
14,2,5,2,7,1,1,0,0,0.42057291666666674,6.8,0.6814639105388004,207,67,1441,-55,20.7,1605.7,0,1,1
53,5,4,5,7,0,0,0,0,0.42899305555555567,7.0,0.6416468993561505,224,52,292,440,22.4,1615.4,1,0,0
19,3,10,14,14,0,0,0,0,0.6174479166666667,7.0,0.601575737038292,203,46,-814,-82,20.3,1832.5,0,1,1
24,3,6,6,4,1,0,1,2,0.6052083333333333,7.0,0.6782446628261606,242,60,-225,216,24.2,1818.4,0,1,0
27,2,7,9,10,0,0,0,0,0.394357638888889,6.6,0.4687394103693664,184,35,-2481,-1470,18.4,1575.5,1,0,0
17,2,3,6,5,0,0,0,0,0.4047743055555555,6.8,0.565147407658421,248,45,-1116,-1050,24.8,1587.5,1,0,1
14,3,7,2,8,1,1,0,0,0.5709201388888889,7.4,0.78981701118265,241,56,3519,4275,24.1,1778.9,1,0,1
15,2,8,11,10,1,1,0,0,0.4744791666666668,6.8,0.47305997966790925,190,46,-1124,-1058,19.0,1667.8,1,0,1
104,0,3,5,3,0,0,0,0,0.31614583333333335,6.6,0.4928837682141648,223,40,-2486,-2148,22.3,1485.4,1,0,0
13,2,4,10,2,0,0,0,0,0.37968749999999996,6.8,0.6119959335818367,221,47,-3373,-1784,22.1,1558.6,1,0,1
16,5,8,3,10,0,0,0,0,0.5375000000000001,7.2,0.768976618095561,245,56,2595,1917,24.5,1740.4,0,1,1
10,0,11,8,10,0,0,0,0,0.5449652777777778,6.4,0.5340562521179261,186,48,590,-527,18.6,1749.0,0,1,0
27,2,2,7,1,0,0,0,0,0.1890624999999999,6.2,0.47085733649610295,197,44,-3257,-2138,19.7,1339.0,1,0,0
16,3,3,6,2,1,1,0,0,0.28880208333333335,6.6,0.5565909861064046,203,49,-2610,-1716,20.3,1453.9,1,0,0
79,1,9,7,8,1,1,0,0,0.6024305555555556,7.2,0.7589800067773637,229,51,1297,856,22.9,1815.2,0,1,1
21,4,10,10,16,1,0,1,0,0.617013888888889,6.8,0.6039478143002371,202,40,482,-668,20.2,1832.0,1,0,0
13,2,9,7,10,1,1,0,0,0.5863715277777779,6.8,0.536936631650288,196,57,1237,-753,19.6,1796.7,1,0,0
18,3,14,8,13,1,1,0,2,0.9610243055555556,7.0,0.6776516435106744,253,34,5335,1002,25.3,2228.3,0,1,1
14,3,4,2,5,0,0,0,0,0.4019097222222223,7.0,0.6906980684513725,232,55,1896,2216,23.2,1584.2,1,0,0
37,2,0,6,0,1,1,0,0,0.28975694444444455,7.0,0.6179261267366994,257,60,-1594,-477,25.7,1455.0,1,0,0
37,2,6,7,3,1,1,0,0,0.43810763888888893,7.0,0.635038969840732,215,55,-1989,-1106,21.5,1625.9,1,0,0
18,1,4,9,3,0,0,0,0,0.34991319444444446,6.4,0.4983056590986107,193,52,-3467,-3958,19.3,1524.3,0,1,0
15,3,7,2,4,1,1,0,0,0.5024305555555555,7.6,0.8224330735343951,244,71,2267,2546,24.4,1700.0,1,0,1
21,7,7,5,9,1,0,1,0,0.5132812499999999,6.8,0.5889528973229413,222,48,1739,826,22.2,1712.5,1,0,1
18,7,7,5,7,1,1,0,0,0.48177083333333326,6.8,0.5731955269400203,233,51,950,-60,23.3,1676.2,0,1,1
41,5,5,3,3,0,0,0,0,0.5026041666666667,7.2,0.7470349034225686,250,76,1449,349,25.0,1700.2,0,1,1
19,2,5,7,9,1,1,0,0,0.4102430555555556,6.8,0.548712300914944,203,44,-611,-1342,20.3,1593.8,0,1,1
15,1,5,6,9,1,1,0,0,0.5083333333333333,7.2,0.7293290410030498,248,64,720,1208,24.8,1706.8,1,0,0
19,2,5,5,8,0,0,0,0,0.3808159722222222,6.6,0.5100813283632667,213,42,-516,-2485,21.3,1559.9,0,1,1
14,1,6,4,4,1,0,1,0,0.38611111111111107,7.0,0.664181633344629,197,48,-2154,-25,19.7,1566.0,1,0,0
11,3,9,7,8,1,1,0,0,0.6203125,7.6,0.7960013554727211,228,60,1474,179,22.8,1835.8,1,0,1
12,1,12,6,16,2,1,1,0,0.7378472222222223,7.6,0.732971873941037,205,68,3674,3098,20.5,1971.2,0,1,1
19,4,8,6,8,0,0,0,0,0.47196180555555567,7.0,0.6553710606574042,220,40,-1549,554,22.0,1664.9,0,1,0
20,3,10,3,12,1,1,0,0,0.6335069444444446,7.2,0.8069298542866826,234,59,2683,2383,23.4,1851.0,0,1,1
16,9,4,6,7,1,1,0,0,0.42899305555555567,7.2,0.7027278888512368,241,55,-267,52,24.1,1615.4,0,1,0
37,2,7,9,8,0,0,0,0,0.4755208333333334,7.0,0.6511352084039309,199,45,-1417,-492,19.9,1669.0,1,0,0
13,1,4,7,6,0,0,0,0,0.30685763888888884,6.4,0.5110132158590309,189,36,-4074,-2842,18.9,1474.7,1,0,0
47,6,7,7,6,0,0,0,0,0.5574652777777778,7.2,0.7076414774652661,260,60,1571,1130,26.0,1763.4,0,1,1
11,0,8,10,7,0,0,0,0,0.5291666666666668,6.8,0.6529142663503898,204,49,-2068,-1158,20.4,1730.8,1,0,0
15,2,8,11,10,2,1,1,0,0.4491319444444444,6.8,0.6052185699762792,198,44,-1959,-899,19.8,1638.6,1,0,1
15,3,5,8,6,0,0,0,0,0.4332465277777777,6.6,0.5330396475770925,215,44,-36,-1099,21.5,1620.3,0,1,0
14,3,4,10,4,1,0,1,0,0.3778645833333334,7.2,0.6391053880040664,230,39,-2031,-1116,23.0,1556.5,1,0,0
14,6,4,7,5,1,1,0,0,0.38098958333333344,6.8,0.5695526940020333,214,56,-1054,67,21.4,1560.1,1,0,0
14,2,7,7,7,1,1,0,0,0.4936631944444445,7.2,0.6715520162656726,223,56,-724,-1268,22.3,1689.9,1,0,0
85,0,9,9,8,0,0,0,0,0.5260416666666667,6.8,0.6300406641816333,193,44,-54,321,19.3,1727.2,0,1,1
16,1,3,6,2,0,0,0,0,0.29218750000000004,6.6,0.5227888851236869,195,43,-2050,-687,19.5,1457.8,1,0,0
44,2,6,6,9,0,0,0,0,0.39973958333333326,6.4,0.48000677736360553,191,46,-46,-881,19.1,1581.7,0,1,0
16,2,7,8,7,1,1,0,0,0.46944444444444455,7.0,0.6413927482209422,207,52,-2078,-2058,20.7,1662.0,1,0,0
39,1,6,14,5,1,1,0,0,0.40060763888888884,7.0,0.5938664859369706,193,48,-5260,-2633,19.3,1582.7,1,0,0
87,1,7,3,8,0,0,0,0,0.5842013888888888,7.2,0.7547441545238903,238,58,2253,1798,23.8,1794.2,0,1,1
17,2,2,2,1,1,1,0,0,0.2933159722222223,6.8,0.6254659437478821,223,60,-204,1452,22.3,1459.1,0,1,0
12,3,6,16,6,0,0,0,0,0.4160590277777778,6.6,0.49881396136902756,190,48,-5742,-3475,19.0,1600.5,1,0,0
58,3,3,8,3,1,1,0,0,0.3652777777777778,7.0,0.6196204676380889,241,52,-2683,-1740,24.1,1542.0,1,0,1
20,4,7,15,8,0,0,0,0,0.39670138888888884,6.4,0.46907827854964423,187,26,-5040,-2681,18.7,1578.2,1,0,0
15,5,4,5,6,1,1,0,0,0.39869791666666665,6.8,0.5850559132497458,249,52,-76,-98,24.9,1580.5,0,1,1
13,0,5,6,5,0,0,0,0,0.46171874999999996,6.6,0.610216875635378,199,56,-811,-1501,19.9,1653.1,0,1,0
16,4,2,6,1,1,1,0,0,0.27604166666666674,6.8,0.54778041341918,218,52,-2191,-1140,21.8,1439.2,1,0,1
13,1,5,11,5,0,0,0,0,0.3720486111111112,6.6,0.5607421213148086,198,48,-3046,-1162,19.8,1549.8,1,0,0
18,0,6,6,10,0,0,0,0,0.4461805555555556,6.8,0.6773127753303966,231,60,-671,-804,23.1,1635.2,0,1,0
16,0,7,6,13,1,1,0,0,0.4458333333333333,7.0,0.6474923754659437,217,51,158,67,21.7,1634.8,1,0,1
19,3,5,9,5,0,0,0,0,0.3618923611111111,6.4,0.4866994239240935,220,36,-2584,-2273,22.0,1538.1,0,1,0
20,1,5,5,4,1,0,1,0,0.40460069444444446,6.8,0.5566757031514741,192,56,-1059,-919,19.2,1587.3,1,0,0
24,7,12,10,14,2,1,1,1,0.7241319444444445,7.0,0.6414774652660115,206,40,1761,-37,20.6,1955.4,1,0,1
18,4,8,9,14,1,0,1,0,0.4389756944444445,6.8,0.5454083361572349,167,56,-1827,-972,16.7,1626.9,1,0,1
18,4,9,7,7,1,1,0,1,0.6556423611111111,7.2,0.7197560149101999,238,42,2448,1976,23.8,1876.5,0,1,1
16,3,8,4,7,0,0,0,0,0.5143229166666667,7.2,0.683751270755676,240,47,2088,870,24.0,1713.7,0,1,0
18,4,7,11,7,0,0,0,0,0.5565972222222222,6.8,0.6333446289393426,227,48,-1373,-57,22.7,1762.4,1,0,1
55,2,5,7,4,1,1,0,0,0.36050347222222223,6.8,0.623093866485937,206,63,-1733,-862,20.6,1536.5,1,0,1
16,0,8,8,7,0,0,0,0,0.484548611111111,7.0,0.6182649949169773,209,57,335,213,20.9,1679.4,1,0,0
14,1,4,10,4,1,1,0,0,0.34739583333333335,6.8,0.5534564554388343,193,48,-2915,-3259,19.3,1521.4,0,1,0
19,1,7,3,13,1,1,0,0,0.49878472222222214,7.0,0.6778210776008132,238,40,2499,1870,23.8,1695.8,0,1,1
16,1,10,5,17,1,1,0,0,0.5645833333333334,6.8,0.6554557777024738,195,57,1343,1261,19.5,1771.6,0,1,0
13,0,7,7,5,0,0,0,0,0.5360243055555556,7.0,0.7078109115554051,223,72,742,750,22.3,1738.7,0,1,1
13,3,7,2,9,1,1,0,0,0.5073784722222223,6.6,0.5480345645543884,215,38,3047,612,21.5,1705.7,0,1,0
16,5,5,2,6,1,1,0,0,0.4684027777777777,7.2,0.7155201626567266,230,84,1828,1146,23.0,1660.8,0,1,1
17,2,8,7,8,1,1,0,0,0.6347222222222222,7.0,0.7354286682480516,251,64,1784,889,25.1,1852.4,1,0,1
51,2,7,7,7,0,0,0,0,0.5086805555555556,7.2,0.6644357844798373,233,53,260,369,23.3,1707.2,1,0,1
20,0,4,7,6,1,1,0,0,0.34635416666666674,7.0,0.6249576414774652,218,52,-1465,-201,21.8,1520.2,1,0,1
19,1,5,10,6,0,0,0,0,0.3745659722222223,6.8,0.5628600474415454,224,37,-2427,-2365,22.4,1552.7,0,1,0
14,2,3,11,3,0,0,0,0,0.3329861111111112,6.4,0.4960182988817351,186,66,-4230,-3209,18.6,1504.8,1,0,0
21,0,11,5,8,0,0,0,0,0.6211805555555556,7.2,0.7610979329041004,211,60,3584,3674,21.1,1836.8,0,1,1
18,3,8,3,8,1,1,0,0,0.5501736111111111,7.2,0.6823110809894951,221,61,3260,1060,22.1,1755.0,0,1,1
13,5,5,9,9,2,1,1,0,0.39574652777777786,6.6,0.5684513724161301,198,59,-988,-581,19.8,1577.1,1,0,0
16,2,2,5,3,0,0,0,0,0.3749131944444444,7.0,0.6108098949508641,239,60,-1398,-1802,23.9,1553.1,0,1,0
98,6,4,3,3,1,1,0,0,0.4004340277777778,7.4,0.7640630294815317,250,48,986,1894,25.0,1582.5,1,0,1
11,4,6,8,4,1,1,0,0,0.4486979166666667,7.0,0.6589291765503219,214,64,-439,524,21.4,1638.1,1,0,0
17,3,6,8,5,0,0,0,0,0.406076388888889,7.0,0.6369027448322603,229,36,-2120,-2095,22.9,1589.0,1,0,1
17,3,3,6,3,1,0,1,0,0.30859375,6.8,0.5987800745509998,204,60,-1642,1085,20.4,1476.7,1,0,1
18,2,5,7,7,0,0,0,0,0.4135416666666667,6.6,0.5545577770247375,209,52,-1480,-721,20.9,1597.6,1,0,1
12,0,5,7,8,0,0,0,0,0.45772569444444455,7.2,0.6845984412063707,230,60,-750,-867,23.0,1648.5,0,1,1
44,2,3,7,4,1,1,0,0,0.34791666666666665,6.8,0.6244493392070486,229,51,-1714,-1369,22.9,1522.0,1,0,0
98,3,6,5,2,1,1,0,0,0.4678819444444444,7.0,0.6801931548627583,230,52,1493,382,23.0,1660.2,1,0,1
29,6,6,7,7,1,0,1,0,0.441579861111111,6.8,0.5762453405625213,203,50,-599,-267,20.3,1629.9,1,0,0
14,3,11,12,11,0,0,0,0,0.6114583333333334,7.0,0.6811250423585226,233,32,-981,-369,23.3,1825.6,1,0,0
15,0,5,7,5,0,0,0,0,0.45538194444444446,7.0,0.6211453744493393,228,46,-67,303,22.8,1645.8,0,1,0
18,2,5,3,3,1,1,0,0,0.40312499999999996,6.8,0.6141138597085735,228,56,1404,2296,22.8,1585.6,1,0,1
20,3,4,8,3,0,0,0,0,0.3397569444444444,6.8,0.5071162317858354,204,39,-2337,-2150,20.4,1512.6,0,1,0
47,2,9,10,9,0,0,0,0,0.5973958333333333,7.0,0.664351067434768,199,52,-601,-152,19.9,1809.4,0,1,1
19,2,6,4,4,1,1,0,0,0.4320312500000001,6.8,0.6278380210098272,232,43,829,1232,23.2,1618.9,0,1,1
41,1,5,9,13,2,1,1,0,0.3388020833333334,6.0,0.39842426296170796,162,47,-2511,-3602,16.2,1511.5,0,1,0
15,3,3,4,2,1,1,0,0,0.36267361111111107,7.0,0.671043713995256,238,60,-39,301,23.8,1539.0,0,1,0
11,2,3,3,3,0,0,0,0,0.39184027777777786,7.2,0.7224669603524229,258,59,455,767,25.8,1572.6,1,0,0
39,1,5,2,4,0,0,0,0,0.5317708333333333,7.6,0.846662148424263,269,64,2377,2713,26.9,1733.8,0,1,0
7,2,3,14,2,0,0,0,0,0.06467013888888884,5.0,0.0,117,32,-11467,-8265,11.7,1195.7,1,0,0
15,4,8,8,7,1,1,0,0,0.5118055555555556,7.4,0.7361064046086073,208,51,125,479,20.8,1710.8,1,0,1
15,1,2,7,2,0,0,0,0,0.2949652777777778,6.6,0.5287190782785497,215,50,-2880,-3031,21.5,1461.0,1,0,1
38,4,6,15,4,0,0,0,0,0.422048611111111,7.0,0.6686716367333109,192,52,-2789,-585,19.2,1607.4,1,0,1
17,4,6,12,3,0,0,0,0,0.4160590277777778,7.0,0.6493561504574722,215,42,-2254,-1555,21.5,1600.5,1,0,0
15,0,3,9,0,0,0,0,0,0.3021701388888889,7.0,0.6618942731277534,235,52,-3246,-409,23.5,1469.3,1,0,0
13,2,5,4,3,0,0,0,0,0.4556423611111111,7.0,0.6994239240935277,259,56,1766,639,25.9,1646.1,0,1,1
48,1,12,3,14,1,0,1,0,0.6478298611111111,7.4,0.774059640799729,206,55,4376,3665,20.6,1867.5,1,0,1
17,3,3,8,2,0,0,0,0,0.32630208333333344,6.8,0.562267028126059,222,44,-2357,-2202,22.2,1497.1,0,1,0
21,2,5,9,4,0,0,0,0,0.34791666666666665,6.6,0.5456624872924433,193,51,-2079,-1371,19.3,1522.0,0,1,0
43,3,4,10,2,0,0,0,0,0.25755208333333335,6.4,0.4017282277194171,176,30,-4362,-2989,17.6,1417.9,0,1,0
16,6,7,2,10,1,1,0,0,0.6052083333333333,7.4,0.7881226702812606,248,64,3330,2255,24.8,1818.4,0,1,1
58,1,6,11,9,0,0,0,0,0.44409722222222214,7.0,0.5988647915960691,225,48,-1488,-1092,22.5,1632.8,1,0,1
16,3,9,7,9,0,0,0,0,0.59296875,7.2,0.7321247034903423,224,41,561,489,22.4,1804.3,0,1,1
16,0,9,11,15,1,1,0,0,0.6217881944444446,7.2,0.6558793629278211,215,60,-1379,-246,21.5,1837.5,0,1,0
17,6,8,8,13,0,0,0,0,0.4744791666666668,6.8,0.5934429007116232,192,38,-1250,-297,19.2,1667.8,1,0,0
14,5,5,6,2,1,0,1,0,0.39904513888888893,7.0,0.6069976279227381,235,43,-464,-1383,23.5,1580.9,0,1,0
18,3,7,6,4,1,1,0,0,0.5111979166666667,7.2,0.6869705184683158,218,64,628,582,21.8,1710.1,0,1,0
20,3,12,5,17,0,0,0,0,0.6568576388888889,6.8,0.6273297187394103,202,48,2746,827,20.2,1877.9,0,1,0
15,3,13,12,16,1,1,0,0,0.7925347222222223,7.6,0.8157404269739071,220,65,2340,2351,22.0,2034.2,1,0,1
12,4,7,13,7,0,0,0,0,0.4439236111111111,6.6,0.5892917655032194,183,56,-3034,-1636,18.3,1632.6,1,0,0
47,3,5,1,7,1,0,1,0,0.45390624999999996,7.2,0.694595052524568,236,46,1664,990,23.6,1644.1,0,1,1
15,5,10,8,16,1,1,0,0,0.6036458333333334,7.0,0.6661301253812267,201,52,1428,671,20.1,1816.6,0,1,1
12,1,4,7,4,0,0,0,0,0.38255208333333335,6.8,0.5656557099288376,199,56,-1451,-1441,19.9,1561.9,1,0,0
17,5,10,7,15,1,1,0,0,0.6466145833333334,7.0,0.6948492036597763,243,60,1666,759,24.3,1866.1,1,0,1
84,6,7,9,10,0,0,0,0,0.4868055555555555,6.8,0.5693832599118943,222,40,-1076,-1288,22.2,1682.0,0,1,0
19,3,3,2,4,0,0,0,0,0.3480034722222223,6.8,0.5896306336834972,236,48,35,-1112,23.6,1522.1,0,1,0
9,3,2,7,2,0,0,0,0,0.312673611111111,6.6,0.5314300237207726,218,48,-2480,-3168,21.8,1481.4,1,0,1
12,0,2,5,4,0,0,0,0,0.3050347222222223,7.0,0.6408844459505253,197,60,-1717,-508,19.7,1472.6,1,0,0
16,3,7,5,7,2,1,1,0,0.4253472222222223,6.8,0.5626058963063368,193,48,692,604,19.3,1611.2,0,1,1
13,2,3,3,3,0,0,0,0,0.4286458333333334,7.0,0.6424940698068452,251,52,1171,496,25.1,1615.0,0,1,0
41,4,6,8,5,1,0,1,0,0.46032986111111107,7.0,0.627245001694341,233,47,-469,755,23.3,1651.5,1,0,0
15,4,5,7,5,0,0,0,0,0.49496527777777777,7.0,0.7207726194510337,228,56,334,1403,22.8,1691.4,0,1,0
18,3,1,1,0,1,0,1,0,0.20772569444444455,6.4,0.5005083022704168,215,42,-924,-1282,21.5,1360.5,1,0,0
16,2,8,5,11,0,0,0,0,0.5408854166666668,6.8,0.6616401219925448,243,40,827,981,24.3,1744.3,1,0,0
14,2,7,3,7,1,0,1,0,0.48767361111111107,7.0,0.6993392070484582,206,49,1631,1338,20.6,1683.0,1,0,0
85,1,9,6,9,1,1,0,0,0.6260416666666666,7.2,0.7952389020670959,250,56,2184,1298,25.0,1842.4,0,1,1
17,2,8,7,7,0,0,0,0,0.46354166666666674,6.8,0.6181802778719078,201,47,833,1553,20.1,1655.2,1,0,1
16,5,10,8,11,0,0,0,0,0.6501736111111112,7.2,0.7830396475770925,213,52,1471,1810,21.3,1870.2,1,0,0
13,2,4,10,4,0,0,0,0,0.4506076388888889,6.8,0.6463910538800407,231,76,-2542,-525,23.1,1640.3,1,0,0
24,4,5,8,4,1,0,1,0,0.3558159722222223,7.0,0.6363097255167741,212,44,-1468,-195,21.2,1531.1,1,0,0
17,4,3,7,4,1,1,0,0,0.3471354166666667,6.4,0.5153337851575738,221,57,-2782,-4425,22.1,1521.1,0,1,0
15,3,9,8,8,1,1,0,0,0.5983506944444446,7.0,0.6921382582175534,185,58,2323,2444,18.5,1810.5,0,1,1
10,1,5,10,4,0,0,0,0,0.33958333333333335,6.8,0.5623517451711285,175,48,-2786,-3197,17.5,1512.4,0,1,0
14,6,7,7,6,2,1,1,0,0.3383680555555555,6.8,0.5256692646560489,159,49,-2209,-1640,15.9,1511.0,0,1,1
